epoch,accuracy,loss,val_accuracy,val_loss
0,0.8984285593032837,0.29744526743888855,0.921999990940094,0.2286534607410431
1,0.9352856874465942,0.1867211014032364,0.9291428327560425,0.19984853267669678
2,0.956428587436676,0.12698690593242645,0.9359999895095825,0.1835315227508545
3,0.9716428518295288,0.08442442119121552,0.9408571720123291,0.17614082992076874
4,0.9824285507202148,0.056935716420412064,0.9359999895095825,0.19618675112724304
5,0.9856428503990173,0.04218171164393425,0.9397143125534058,0.20000383257865906
6,0.991357147693634,0.029277145862579346,0.9440000057220459,0.20556898415088654
