epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
76,9374.52,1.02105,0.7789,0.00983,0.78991,0.6792,0.74339,0.57521,1.23902,1.19549,0.01193,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982
77,9800.21,1.01478,0.77941,0.00978,0.78945,0.67924,0.74315,0.57508,1.23981,1.19764,0.01193,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161
78,10226.1,1.01698,0.76161,0.00984,0.78637,0.68331,0.74343,0.57535,1.23893,1.20022,0.01193,0.00401085,0.00133695,0.00401085,0.00133695,0.00401085,0.00133695,0.00401085,0.00133695
79,10654.6,1.01235,0.76871,0.00976,0.79053,0.68291,0.74332,0.57546,1.23908,1.20187,0.01193,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596
80,11079.6,1.00673,0.75443,0.0096,0.79415,0.68054,0.74462,0.57663,1.23843,1.20331,0.01192,0.0034162,0.00113873,0.0034162,0.00113873,0.0034162,0.00113873,0.0034162,0.00113873
81,430.072,1.00139,0.74634,0.00957,0.79058,0.68381,0.74454,0.57663,1.23852,1.20544,0.01192,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537
82,859.546,1.00779,0.75862,0.00957,0.79217,0.68213,0.74459,0.57659,1.23945,1.20736,0.01194,0.00286785,0.000955951,0.00286785,0.000955951,0.00286785,0.000955951,0.00286785,0.000955951
83,1289.12,1.01092,0.76204,0.00962,0.78954,0.68292,0.74441,0.57641,1.2403,1.20911,0.01195,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577
84,1719.35,1.01639,0.77561,0.00971,0.78902,0.68359,0.74358,0.57574,1.24121,1.20955,0.01197,0.00236798,0.000789327,0.00236798,0.000789327,0.00236798,0.000789327,0.00236798,0.000789327
85,2150.22,1.00873,0.7641,0.00959,0.7914,0.68185,0.74251,0.57472,1.24061,1.21127,0.01196,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282
86,2576.81,1.00855,0.75382,0.0095,0.79064,0.68233,0.74203,0.5744,1.24097,1.21448,0.01197,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518
87,2998.07,1.00943,0.75901,0.00953,0.79218,0.68053,0.7416,0.57416,1.24081,1.21713,0.01197,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106
88,3421.53,1.00049,0.75407,0.00948,0.78782,0.68273,0.74254,0.5751,1.24071,1.21818,0.01197,0.00152134,0.000507115,0.00152134,0.000507115,0.00152134,0.000507115,0.00152134,0.000507115
89,3839.93,0.9925,0.74762,0.00952,0.78869,0.68317,0.74246,0.57488,1.24146,1.22067,0.01198,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606
90,4262.83,0.99523,0.74316,0.00947,0.79087,0.681,0.74217,0.57468,1.24089,1.22384,0.01197,0.00117792,0.00039264,0.00117792,0.00039264,0.00117792,0.00039264,0.00117792,0.00039264
91,4706.92,0.9595,0.63419,0.01122,0.79285,0.67971,0.74218,0.5747,1.24127,1.22546,0.01199,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227
92,5138.39,0.94396,0.61669,0.01088,0.79279,0.68069,0.74172,0.57415,1.24143,1.22651,0.01198,0.000889639,0.000296546,0.000889639,0.000296546,0.000889639,0.000296546,0.000889639,0.000296546
93,5570.11,0.94731,0.61966,0.01093,0.79439,0.68031,0.74171,0.57458,1.24126,1.22796,0.01198,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513
94,6002.4,0.94331,0.60891,0.01076,0.80044,0.67805,0.74167,0.57475,1.24121,1.22992,0.01197,0.000657636,0.000219212,0.000657636,0.000219212,0.000657636,0.000219212,0.000657636,0.000219212
95,6435.16,0.94091,0.60997,0.01074,0.80148,0.67809,0.74154,0.57475,1.24068,1.23267,0.01196,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678
96,6869.78,0.93502,0.60204,0.01064,0.80138,0.6768,0.74145,0.57464,1.24144,1.23312,0.01197,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943
97,7306.69,0.93365,0.60018,0.0106,0.80154,0.67681,0.74166,0.57463,1.24205,1.23426,0.01197,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032
98,7741.59,0.92926,0.6023,0.01061,0.80452,0.67541,0.74137,0.5746,1.24284,1.2358,0.01198,0.000365905,0.000121968,0.000365905,0.000121968,0.000365905,0.000121968,0.000365905,0.000121968
99,8177.53,0.93515,0.60437,0.01065,0.80477,0.67506,0.74071,0.57438,1.24217,1.23853,0.01197,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768
100,8613.98,0.92831,0.60359,0.01057,0.80693,0.67207,0.74034,0.57378,1.24205,1.24003,0.01196,0.000307328,0.000102443,0.000307328,0.000102443,0.000307328,0.000102443,0.000307328,0.000102443
